id,date,close, diff ,tday,ctry,band,,
DEU,5/27/2008,6958.66, 0.07 ,235,99,5,,
DEU,4/3/2009,4384.99, 0.07 ,457,99,5,,
CHN,9/18/2007,5425.21, 0.07 ,56,13,5,,
BRA,9/11/2007,53921, 0.07 ,51,138,5,,
DEU,11/14/2007,7783.11, 0.07 ,97,99,5,,
ITA,11/5/2007,39455, 0.07 ,90,101,5,,
JPN,10/23/2007,16450.58, 0.07 ,81,9,5,,
MEX,7/4/2007,32201.63, 0.07 ,2,167,5,,
MEX,10/8/2007,31825.51, 0.07 ,70,167,5,,
DEU,2/21/2008,6904.85, 0.07 ,167,99,5,,
ITA,1/9/2008,37321, 0.08 ,136,101,5,,
AUS,4/30/2008,5657, 0.08 ,216,6,5,,
DEU,10/9/2007,7980.44, 0.08 ,71,99,5,,
AUS,11/3/2008,4173, 0.08 ,349,6,5,,
DEU,10/10/2007,7986.57, 0.08 ,72,99,5,,
FRA,1/2/2008,5550.36, 0.08 ,131,97,5,,
FRA,1/30/2008,4873.57, 0.08 ,151,97,5,,
USA,6/9/2008,1361.76, 0.08 ,244,161,5,,
USA,4/4/2008,1370.4, 0.08 ,198,161,5,,
ITA,1/7/2008,37601, 0.08 ,134,101,5,,
USA,11/2/2007,1509.65, 0.08 ,89,161,5,,
USA,12/26/2007,1497.66, 0.08 ,127,161,5,,
DEU,2/13/2008,6973.67, 0.08 ,161,99,5,,
USA,2/15/2008,1349.99, 0.08 ,163,161,5,,
AUS,6/3/2008,5703, 0.08 ,240,6,5,,
FRA,2/26/2008,4973.07, 0.09 ,170,97,5,,
JPN,12/29/2008,8747.17, 0.09 ,389,9,5,,
FRA,2/4/2009,3068.99, 0.09 ,415,97,5,,
MEX,9/19/2007,30512.64, 0.09 ,57,167,5,,
FRA,2/1/2008,4978.06, 0.09 ,153,97,5,,
DEU,11/28/2008,4669.44, 0.09 ,368,99,5,,
CAN,1/23/2009,11.19, 0.09 ,407,153,5,,
USA,5/19/2008,1426.63, 0.09 ,229,161,5,,
CHN,12/17/2008,1976.82, 0.09 ,381,13,5,,
FRA,7/28/2008,4324.45, 0.09 ,279,97,5,,
USA,7/9/2007,1531.85, 0.09 ,5,161,5,,
IND,9/15/2008,13531.27, 0.09 ,314,26,5,,
CAN,12/22/2008,10.84, 0.09 ,384,153,5,,
ITA,5/2/2008,34527, 0.09 ,218,101,5,,
CHN,6/25/2009,2925.05, 0.09 ,516,13,5,,
DEU,10/12/2007,8041.26, 0.09 ,74,99,5,,
JPN,2/18/2008,13635.4, 0.09 ,164,9,5,,
CHN,3/25/2008,3629.62, 0.09 ,190,13,5,,
BRA,5/26/2009,51841, 0.09 ,494,138,5,,
ITA,4/8/2008,33672, 0.10 ,200,101,5,,
AUS,9/1/2008,5200, 0.10 ,304,6,5,,
IND,12/10/2008,9654.9, 0.10 ,376,26,5,,
DEU,9/28/2007,7861.51, 0.10 ,64,99,5,,
AUS,12/31/2008,3659.3, 0.10 ,391,6,5,,
MEX,9/23/2008,24969.17, 0.10 ,320,167,5,,
FRA,12/17/2007,5514.88, 0.10 ,120,97,5,,
CAN,3/5/2009,9.98, 0.10 ,436,153,5,,
JPN,7/4/2007,18168.72, 0.10 ,2,9,5,,
ITA,6/6/2008,31754, 0.10 ,243,101,5,,
JPN,10/10/2007,17177.89, 0.10 ,72,9,5,,
CHN,4/23/2009,2463.95, 0.11 ,471,13,5,,
ITA,7/27/2007,39581, 0.11 ,19,101,5,,
AUS,2/24/2009,3285, 0.11 ,429,6,5,,
DEU,10/3/2007,7955.3, 0.11 ,67,99,5,,
FRA,8/15/2008,4453.62, 0.11 ,293,97,5,,
CHN,6/26/2009,2928.21, 0.11 ,517,13,5,,
ITA,5/14/2008,34270, 0.11 ,226,101,5,,
AUS,4/14/2009,3697.9, 0.11 ,464,6,5,,
DEU,1/7/2008,7817.17, 0.11 ,134,99,5,,
USA,8/21/2007,1447.12, 0.11 ,36,161,5,,
IND,8/13/2007,15017.21, 0.11 ,30,26,5,,
AUS,7/13/2007,6425.4, 0.11 ,9,6,5,,
BRA,5/8/2008,69722, 0.11 ,222,138,5,,
USA,7/3/2008,1262.9, 0.11 ,262,161,5,,
AUS,10/24/2007,6652.1, 0.11 ,82,6,5,,
CHN,9/9/2008,2145.78, 0.11 ,310,13,5,,
AUS,5/20/2009,3808.9, 0.11 ,490,6,5,,
CHN,6/2/2009,2724.3, 0.11 ,499,13,5,,
ITA,4/2/2008,33140, 0.11 ,196,101,5,,
MEX,6/9/2008,30933.44, 0.11 ,244,167,5,,
MEX,10/26/2007,32136.76, 0.11 ,84,167,5,,
CAN,5/2/2008,17.84, 0.11 ,218,153,5,,
IND,3/31/2008,15644.44, 0.11 ,194,26,5,,
BRA,10/23/2007,62697, 0.11 ,81,138,5,,
CAN,7/11/2008,17.4, 0.12 ,268,153,5,,
BRA,12/16/2008,39993, 0.12 ,380,138,5,,
JPN,7/10/2008,13067.21, 0.12 ,267,9,5,,
ITA,1/24/2008,34237, 0.12 ,147,101,5,,
DEU,8/6/2007,7444.45, 0.12 ,25,99,5,,
BRA,10/16/2008,36442, 0.12 ,337,138,5,,
CAN,8/11/2008,16.79, 0.12 ,289,153,5,,
CAN,2/29/2008,16.71, 0.12 ,173,153,5,,
JPN,8/28/2008,12768.25, 0.12 ,302,9,5,,
DEU,8/29/2007,7439.18, 0.12 ,42,99,5,,
MEX,5/9/2008,30674.36, 0.12 ,223,167,5,,
CAN,3/26/2008,16.53, 0.12 ,191,153,5,,
USA,3/6/2009,683.38, 0.12 ,437,161,5,,
MEX,3/18/2009,19620.48, 0.12 ,445,167,5,,
USA,12/13/2007,1488.41, 0.12 ,118,161,5,,
AUS,8/27/2007,6184.9, 0.12 ,40,6,5,,
IND,7/4/2007,14880.24, 0.12 ,2,26,5,,
IND,9/4/2007,15465.4, 0.12 ,46,26,5,,
USA,5/16/2008,1425.35, 0.13 ,228,161,5,,
FRA,5/2/2008,5069.71, 0.13 ,218,97,5,,
DEU,5/5/2008,7052.08, 0.13 ,219,99,5,,
AUS,10/12/2007,6760.1, 0.13 ,74,6,5,,
CAN,1/24/2008,15.89, 0.13 ,147,153,5,,
USA,6/30/2008,1280, 0.13 ,259,161,5,,
AUS,12/3/2007,6597.2, 0.13 ,110,6,5,,
CAN,1/17/2008,15.67, 0.13 ,142,153,5,,
ITA,1/30/2008,34274, 0.13 ,151,101,5,,
MEX,9/21/2007,30583.07, 0.13 ,59,167,5,,
USA,4/3/2008,1369.31, 0.13 ,197,161,5,,
DEU,2/13/2009,4413.39, 0.13 ,422,99,5,,
USA,1/15/2009,843.74, 0.13 ,401,161,5,,
JPN,5/28/2009,9451.39, 0.13 ,496,9,5,,
DEU,11/25/2008,4560.42, 0.13 ,365,99,5,,
IND,11/21/2008,8915.21, 0.14 ,363,26,5,,
BRA,2/25/2009,38232, 0.14 ,430,138,5,,
DEU,9/3/2007,7648.58, 0.14 ,45,99,5,,
ITA,1/15/2008,36682, 0.14 ,140,101,5,,
CHN,12/19/2008,2018.46, 0.14 ,383,13,5,,
IND,2/11/2008,16630.91, 0.14 ,159,26,5,,
AUS,3/4/2008,5479.2, 0.14 ,175,6,5,,
USA,6/12/2009,946.21, 0.14 ,507,161,5,,
IND,7/16/2007,15311.22, 0.14 ,10,26,5,,
JPN,4/16/2009,8755.26, 0.14 ,466,9,5,,
DEU,5/26/2008,6953.84, 0.14 ,234,99,5,,
MEX,6/3/2008,31492.64, 0.14 ,240,167,5,,
CAN,6/5/2009,14.06, 0.14 ,502,153,5,,
JPN,7/28/2008,13353.78, 0.14 ,279,9,5,,
FRA,9/21/2007,5700.65, 0.14 ,59,97,5,,
AUS,9/5/2007,6274.3, 0.14 ,47,6,5,,
AUS,7/5/2007,6392.2, 0.14 ,3,6,5,,
AUS,3/31/2009,3532.3, 0.14 ,454,6,5,,
JPN,7/9/2008,13052.13, 0.15 ,266,9,5,,
AUS,4/17/2009,3728.1, 0.15 ,467,6,5,,
DEU,6/3/2008,7019.13, 0.15 ,240,99,5,,
USA,2/9/2009,869.89, 0.15 ,418,161,5,,
JPN,9/13/2007,15821.19, 0.15 ,53,9,5,,
USA,12/28/2007,1478.49, 0.15 ,129,161,5,,
USA,5/30/2008,1400.38, 0.15 ,238,161,5,,
ITA,10/22/2008,21093, 0.15 ,341,101,5,,
BRA,8/21/2008,55935, 0.15 ,297,138,5,,
DEU,8/23/2007,7511.96, 0.15 ,38,99,5,,
AUS,8/25/2008,5090.1, 0.15 ,299,6,5,,
JPN,10/15/2007,17358.15, 0.16 ,75,9,5,,
USA,4/7/2008,1372.54, 0.16 ,199,161,5,,
DEU,7/16/2007,8105.69, 0.16 ,10,99,5,,
DEU,5/29/2009,4940.82, 0.16 ,497,99,5,,
AUS,4/21/2009,3633.1, 0.16 ,469,6,5,,
FRA,6/4/2008,4915.07, 0.16 ,241,97,5,,
MEX,7/17/2008,28215.86, 0.16 ,272,167,5,,
AUS,2/6/2008,5677.6, 0.16 ,156,6,5,,
IND,9/6/2007,15616.31, 0.17 ,48,26,5,,
DEU,6/23/2008,6589.46, 0.17 ,254,99,5,,
MEX,8/18/2008,26777.48, 0.17 ,294,167,5,,
DEU,2/27/2008,6997.85, 0.17 ,171,99,5,,
CAN,7/19/2007,17.45, 0.17 ,13,153,5,,
ITA,5/20/2008,33118, 0.17 ,230,101,5,,
MEX,4/21/2008,32095.04, 0.17 ,209,167,5,,
ITA,6/29/2009,19096.2, 0.17 ,518,101,5,,
FRA,12/3/2008,3166.65, 0.17 ,371,97,5,,
DEU,6/9/2008,6815.63, 0.17 ,244,99,5,,
USA,2/12/2009,835.19, 0.17 ,421,161,5,,
BRA,7/10/2008,60253, 0.17 ,267,138,5,,
FRA,6/15/2009,3219.58, 0.18 ,508,97,5,,
BRA,6/12/2008,67322, 0.18 ,247,138,5,,
USA,1/13/2009,871.79, 0.18 ,399,161,5,,
USA,10/17/2007,1541.24, 0.18 ,77,161,5,,
IND,12/7/2007,19966, 0.18 ,114,26,5,,
MEX,12/30/2008,22420.01, 0.18 ,390,167,5,,
MEX,5/15/2008,31542.97, 0.18 ,227,167,5,,
CAN,7/9/2007,16.83, 0.18 ,5,153,5,,
CAN,9/14/2007,16.72, 0.18 ,54,153,5,,
BRA,7/17/2007,57660, 0.18 ,11,138,5,,
CAN,8/15/2008,16.62, 0.18 ,293,153,5,,
AUS,4/30/2009,3744.7, 0.18 ,476,6,5,,
AUS,3/17/2008,5173.2, 0.18 ,184,6,5,,
DEU,1/14/2008,7732.02, 0.18 ,139,99,5,,
JPN,4/22/2009,8727.3, 0.18 ,470,9,5,,
FRA,11/1/2007,5730.92, 0.18 ,88,97,5,,
CAN,12/11/2008,10.9, 0.18 ,377,153,5,,
CHN,6/16/2008,2874.1, 0.18 ,249,13,5,,
CAN,12/23/2008,10.83, 0.19 ,385,153,5,,
AUS,5/12/2008,5894.1, 0.19 ,224,6,5,,
FRA,7/30/2008,4400.55, 0.19 ,281,97,5,,
CAN,8/10/2007,16.11, 0.19 ,29,153,5,,
AUS,4/10/2008,5515.5, 0.19 ,202,6,5,,
AUS,12/18/2007,6292.6, 0.19 ,121,6,5,,
CHN,5/7/2009,2597.45, 0.19 ,481,13,5,,
ITA,4/22/2008,33491, 0.19 ,210,101,5,,
ITA,4/25/2008,34013, 0.19 ,213,101,5,,
JPN,4/20/2009,8924.75, 0.19 ,468,9,5,,
JPN,1/8/2008,14528.67, 0.19 ,135,9,5,,
IND,5/6/2008,17373.01, 0.19 ,220,26,5,,
MEX,6/13/2008,30413.48, 0.20 ,248,167,5,,
JPN,9/20/2007,16413.79, 0.20 ,58,9,5,,
USA,6/2/2009,944.74, 0.20 ,499,161,5,,
AUS,1/9/2008,6159.5, 0.20 ,136,6,5,,
BRA,5/19/2009,51347, 0.20 ,489,138,5,,
ITA,5/22/2009,20007, 0.20 ,492,101,5,,
MEX,8/17/2007,28510.66, 0.20 ,34,167,5,,
BRA,11/14/2008,35789, 0.20 ,358,138,5,,
BRA,7/17/2008,60109, 0.20 ,272,138,5,,
AUS,9/11/2007,6248.6, 0.20 ,51,6,5,,
MEX,9/25/2008,25645.5, 0.20 ,322,167,5,,
JPN,9/24/2008,12115.03, 0.20 ,321,9,5,,
FRA,8/31/2007,5662.7, 0.20 ,44,97,5,,
DEU,9/12/2007,7472.99, 0.20 ,52,99,5,,
JPN,5/11/2009,9451.98, 0.20 ,483,9,5,,
DEU,6/4/2009,5064.8, 0.20 ,501,99,5,,
CHN,5/15/2009,2645.26, 0.20 ,487,13,5,,
MEX,6/12/2008,30475.44, 0.20 ,247,167,5,,
FRA,6/22/2009,3123.25, 0.21 ,513,97,5,,
JPN,9/26/2007,16435.74, 0.21 ,62,9,5,,
MEX,9/2/2008,26522.76, 0.21 ,305,167,5,,
ITA,4/14/2008,32803, 0.21 ,204,101,5,,
JPN,4/27/2009,8726.34, 0.21 ,473,9,5,,
DEU,10/26/2007,7949.17, 0.21 ,84,99,5,,
USA,10/4/2007,1542.84, 0.21 ,68,161,5,,
USA,9/12/2008,1251.7, 0.21 ,313,161,5,,
AUS,3/17/2009,3393.4, 0.21 ,444,6,5,,
CAN,6/1/2009,14.11, 0.21 ,498,153,5,,
JPN,7/24/2007,18002.03, 0.21 ,16,9,5,,
CHN,1/2/2008,5272.81, 0.21 ,131,13,5,,
DEU,3/18/2009,3996.32, 0.21 ,445,99,5,,
JPN,8/13/2007,16800.05, 0.21 ,30,9,5,,
AUS,12/12/2007,6675.4, 0.21 ,117,6,5,,
CAN,6/3/2008,18.57, 0.22 ,240,153,5,,
BRA,8/25/2008,54477, 0.22 ,299,138,5,,
FRA,12/18/2007,5509.37, 0.22 ,121,97,5,,
DEU,1/5/2009,4983.99, 0.22 ,393,99,5,,
IND,2/17/2009,9035, 0.22 ,424,26,5,,
JPN,4/28/2008,13894.37, 0.22 ,214,9,5,,
ITA,8/7/2008,29154, 0.22 ,287,101,5,,
AUS,1/11/2008,6054.4, 0.22 ,138,6,5,,
BRA,5/18/2009,51463, 0.23 ,488,138,5,,
FRA,9/9/2008,4293.34, 0.23 ,310,97,5,,
ITA,9/7/2007,38494, 0.23 ,49,101,5,,
AUS,10/16/2007,6711.3, 0.23 ,76,6,5,,
ITA,7/26/2007,39671, 0.23 ,18,101,5,,
JPN,7/20/2007,18157.93, 0.23 ,14,9,5,,
IND,1/28/2009,9257.47, 0.23 ,410,26,5,,
DEU,5/14/2009,4738.47, 0.23 ,486,99,5,,
USA,3/25/2008,1352.99, 0.23 ,190,161,5,,
BRA,6/4/2009,53464, 0.23 ,501,138,5,,
USA,6/23/2009,895.1, 0.23 ,514,161,5,,
JPN,4/23/2008,13579.16, 0.23 ,211,9,5,,
BRA,12/6/2007,65791, 0.23 ,113,138,5,,
CHN,9/10/2008,2150.76, 0.23 ,311,13,5,,
DEU,8/21/2007,7424.75, 0.23 ,36,99,5,,
AUS,5/8/2009,3919.6, 0.23 ,482,6,5,,
MEX,6/20/2008,29533.44, 0.23 ,253,167,5,,
FRA,8/29/2008,4482.6, 0.23 ,303,97,5,,
MEX,3/26/2008,30057.26, 0.23 ,191,167,5,,
FRA,12/28/2007,5627.25, 0.23 ,129,97,5,,
AUS,1/16/2008,5870.8, 0.24 ,141,6,5,,
FRA,10/5/2007,5843.24, 0.24 ,69,97,5,,
IND,7/9/2007,15045.73, 0.24 ,5,26,5,,
IND,2/20/2009,8843.21, 0.24 ,427,26,5,,
FRA,12/17/2008,3241.92, 0.24 ,381,97,5,,
CHN,1/14/2008,5497.9, 0.24 ,139,13,5,,
IND,9/11/2007,15542.77, 0.24 ,51,26,5,,
JPN,5/23/2008,14012.2, 0.24 ,233,9,5,,
DEU,6/5/2009,5077.03, 0.24 ,502,99,5,,
AUS,12/3/2008,3476.5, 0.24 ,371,6,5,,
ITA,4/20/2009,17731, 0.24 ,468,101,5,,
CHN,3/18/2009,2223.73, 0.24 ,445,13,5,,
DEU,2/19/2009,4215.21, 0.24 ,426,99,5,,
USA,3/11/2009,721.36, 0.24 ,440,161,5,,
USA,8/21/2008,1277.72, 0.25 ,297,161,5,,
CAN,10/23/2008,12.01, 0.25 ,342,153,5,,
FRA,3/17/2009,2767.28, 0.25 ,444,97,5,,
DEU,11/6/2007,7827.19, 0.25 ,91,99,5,,
DEU,12/14/2007,7948.36, 0.25 ,119,99,5,,
MEX,5/8/2008,30751.97, 0.25 ,222,167,5,,
ITA,3/28/2008,31696, 0.25 ,193,101,5,,
USA,4/13/2009,858.73, 0.25 ,463,161,5,,
DEU,11/8/2007,7819.47, 0.25 ,93,99,5,,
CHN,12/11/2007,5175.08, 0.25 ,116,13,5,,
FRA,12/18/2008,3234.15, 0.26 ,382,97,5,,
CHN,8/8/2007,4663.16, 0.26 ,27,13,5,,
USA,5/22/2008,1394.35, 0.26 ,232,161,5,,
MEX,4/14/2009,21918.6, 0.26 ,464,167,5,,
DEU,3/24/2009,4187.36, 0.26 ,449,99,5,,
FRA,6/11/2009,3334.94, 0.26 ,506,97,5,,
CAN,6/5/2008,18.92, 0.26 ,242,153,5,,
JPN,8/14/2007,16844.61, 0.27 ,31,9,5,,
AUS,4/28/2009,3671.7, 0.27 ,474,6,5,,
CHN,2/25/2009,2206.57, 0.27 ,430,13,5,,
MEX,6/18/2009,24340.65, 0.27 ,511,167,5,,
CAN,11/24/2008,11.05, 0.27 ,364,153,5,,
AUS,3/11/2009,3199.1, 0.27 ,440,6,5,,
IND,7/9/2008,13964.26, 0.27 ,266,26,5,,
JPN,6/2/2009,9704.31, 0.27 ,499,9,5,,
MEX,12/7/2007,31268.36, 0.27 ,114,167,5,,
MEX,5/14/2009,23405.93, 0.28 ,486,167,5,,
MEX,9/10/2008,25622.91, 0.28 ,311,167,5,,
AUS,4/29/2008,5672.6, 0.28 ,215,6,5,,
CAN,12/1/2008,10.89, 0.28 ,369,153,5,,
DEU,8/8/2008,6561.65, 0.28 ,288,99,5,,
DEU,7/22/2008,6442.79, 0.28 ,275,99,5,,
DEU,8/15/2007,7445.9, 0.28 ,32,99,5,,
BRA,6/17/2009,51046, 0.28 ,510,138,5,,
ITA,4/16/2008,33256, 0.28 ,206,101,5,,
CAN,4/25/2008,17.65, 0.28 ,213,153,5,,
CHN,5/18/2009,2652.78, 0.28 ,488,13,5,,
BRA,6/23/2009,49814, 0.29 ,514,138,5,,
DEU,10/17/2007,7985.41, 0.29 ,77,99,5,,
CAN,7/10/2008,17.45, 0.29 ,267,153,5,,
AUS,2/4/2009,3382.3, 0.29 ,415,6,5,,
AUS,10/11/2007,6779.6, 0.29 ,73,6,5,,
MEX,7/17/2007,31979.14, 0.29 ,11,167,5,,
JPN,3/18/2009,7972.17, 0.29 ,445,9,5,,
USA,4/23/2008,1379.93, 0.29 ,211,161,5,,
CHN,5/5/2009,2567.34, 0.29 ,479,13,5,,
JPN,7/5/2007,18221.48, 0.29 ,3,9,5,,
JPN,1/14/2009,8438.45, 0.29 ,400,9,5,,
ITA,10/5/2007,40800, 0.29 ,69,101,5,,
DEU,6/23/2009,4707.15, 0.29 ,514,99,5,,
USA,12/19/2008,887.88, 0.29 ,383,161,5,,
BRA,12/7/2007,65639, 0.29 ,114,138,5,,
MEX,7/14/2008,27517.11, 0.30 ,269,167,5,,
ITA,7/30/2008,28415, 0.30 ,281,101,5,,
IND,9/8/2008,14944.97, 0.30 ,309,26,5,,
MEX,9/18/2007,30603.42, 0.30 ,56,167,5,,
AUS,8/29/2008,5215.5, 0.30 ,303,6,5,,
CAN,12/24/2007,16.76, 0.30 ,125,153,5,,
FRA,12/16/2008,3251.66, 0.30 ,380,97,5,,
FRA,2/7/2008,4723.8, 0.30 ,157,97,5,,
CAN,3/3/2008,16.69, 0.30 ,174,153,5,,
IND,2/10/2009,9647.47, 0.30 ,419,26,5,,
DEU,7/31/2008,6479.56, 0.30 ,282,99,5,,
DEU,5/29/2008,7055.03, 0.30 ,237,99,5,,
CHN,8/7/2008,2727.58, 0.30 ,287,13,5,,
FRA,7/10/2007,6019.22, 0.30 ,6,97,5,,
CAN,9/7/2007,16.49, 0.30 ,49,153,5,,
DEU,5/27/2009,5000.77, 0.30 ,495,99,5,,
DEU,7/4/2007,8075.26, 0.31 ,2,99,5,,
MEX,6/16/2009,24224.83, 0.31 ,509,167,5,,
FRA,4/23/2008,4944.65, 0.31 ,211,97,5,,
BRA,3/11/2008,62368, 0.31 ,180,138,5,,
AUS,2/10/2009,3428.6, 0.31 ,419,6,5,,
DEU,10/2/2007,7946.79, 0.31 ,66,99,5,,
JPN,2/19/2009,7557.65, 0.31 ,426,9,5,,
CAN,8/22/2007,16.28, 0.31 ,37,153,5,,
FRA,9/27/2007,5733.37, 0.31 ,63,97,5,,
AUS,6/27/2008,5349.4, 0.31 ,258,6,5,,
USA,7/13/2007,1552.5, 0.31 ,9,161,5,,
MEX,12/13/2007,30088.04, 0.31 ,118,167,5,,
AUS,12/4/2007,6588.8, 0.31 ,111,6,5,,
USA,6/19/2009,921.23, 0.31 ,512,161,5,,
DEU,8/14/2008,6442.21, 0.31 ,292,99,5,,
CHN,1/24/2008,4717.73, 0.31 ,147,13,5,,
BRA,6/16/2009,51206, 0.31 ,509,138,5,,
MEX,2/18/2009,18741.27, 0.31 ,425,167,5,,
CHN,9/5/2007,5310.72, 0.32 ,47,13,5,,
ITA,6/18/2008,30464, 0.32 ,251,101,5,,
ITA,4/28/2008,33948, 0.32 ,214,101,5,,
FRA,4/9/2008,4874.97, 0.32 ,201,97,5,,
BRA,4/14/2009,45418, 0.32 ,464,138,5,,
AUS,3/27/2008,5418.5, 0.32 ,192,6,5,,
MEX,4/23/2008,31847.98, 0.32 ,211,167,5,,
DEU,4/4/2008,6763.39, 0.32 ,198,99,5,,
ITA,7/28/2008,28369, 0.32 ,279,101,5,,
USA,1/7/2008,1416.18, 0.32 ,134,161,5,,
JPN,8/27/2007,16301.39, 0.32 ,40,9,5,,
FRA,10/11/2007,5862.83, 0.32 ,73,97,5,,
CHN,5/27/2008,3375.41, 0.32 ,235,13,5,,
DEU,12/18/2007,7850.74, 0.32 ,121,99,5,,
MEX,10/3/2007,31178.84, 0.32 ,67,167,5,,
ITA,5/23/2008,32870, 0.32 ,233,101,5,,
USA,5/2/2008,1413.9, 0.32 ,218,161,5,,
JPN,1/19/2009,8256.85, 0.32 ,403,9,5,,
USA,8/16/2007,1411.27, 0.32 ,33,161,5,,
IND,3/7/2008,15975.52, 0.33 ,178,26,5,,
MEX,10/15/2007,32335.86, 0.33 ,75,167,5,,
DEU,5/14/2008,7083.24, 0.33 ,226,99,5,,
ITA,1/26/2009,17797, 0.33 ,408,101,5,,
FRA,3/25/2008,4692, 0.33 ,190,97,5,,
AUS,2/21/2008,5663, 0.33 ,167,6,5,,
USA,6/12/2008,1339.87, 0.33 ,247,161,5,,
ITA,10/15/2007,40547, 0.33 ,75,101,5,,
CHN,7/11/2007,3865.72, 0.33 ,7,13,5,,
USA,7/6/2007,1530.44, 0.33 ,4,161,5,,
JPN,8/8/2008,13168.41, 0.33 ,288,9,5,,
IND,11/16/2007,19698.36, 0.33 ,99,26,5,,
ITA,12/19/2007,37992, 0.33 ,122,101,5,,
CAN,4/3/2009,12.01, 0.33 ,457,153,5,,
USA,8/6/2008,1289.19, 0.34 ,286,161,5,,
IND,1/28/2008,18152.78, 0.34 ,149,26,5,,
USA,9/26/2008,1213.27, 0.34 ,323,161,5,,
IND,9/19/2008,14042.32, 0.34 ,318,26,5,,
CHN,8/25/2008,2413.37, 0.34 ,299,13,5,,
USA,1/8/2009,909.73, 0.34 ,396,161,5,,
CHN,8/28/2008,2350.14, 0.34 ,302,13,5,,
DEU,4/21/2009,4501.63, 0.34 ,469,99,5,,
AUS,5/5/2008,5797.7, 0.34 ,219,6,5,,
AUS,10/27/2008,3768.3, 0.34 ,344,6,5,,
JPN,11/22/2007,14888.77, 0.34 ,103,9,5,,
DEU,5/13/2008,7060.19, 0.34 ,225,99,5,,
JPN,4/3/2009,8749.84, 0.34 ,457,9,5,,
AUS,3/19/2009,3416.8, 0.35 ,446,6,5,,
IND,9/10/2007,15596.83, 0.35 ,50,26,5,,
AUS,5/6/2008,5777.9, 0.35 ,220,6,5,,
USA,6/9/2009,942.43, 0.35 ,504,161,5,,
AUS,1/14/2008,6040.9, 0.35 ,139,6,5,,
CAN,8/21/2008,17.16, 0.35 ,297,153,5,,
CAN,7/16/2008,17.15, 0.35 ,271,153,5,,
BRA,3/12/2009,39152, 0.35 ,441,138,5,,
CHN,4/15/2009,2536.06, 0.35 ,465,13,5,,
ITA,4/9/2008,33640, 0.35 ,201,101,5,,
JPN,5/19/2008,14269.61, 0.35 ,229,9,5,,
MEX,4/11/2008,31302.57, 0.35 ,203,167,5,,
MEX,7/11/2008,27614.54, 0.35 ,268,167,5,,
IND,2/7/2008,17526.93, 0.36 ,157,26,5,,
JPN,2/13/2008,13068.3, 0.36 ,161,9,5,,
DEU,12/28/2007,8067.32, 0.36 ,129,99,5,,
USA,7/3/2007,1524.87, 0.36 ,1,161,5,,
CAN,1/10/2008,16.78, 0.36 ,137,153,5,,
ITA,11/14/2007,38586, 0.36 ,97,101,5,,
CHN,4/8/2008,3612.54, 0.36 ,200,13,5,,
JPN,10/1/2007,16845.96, 0.36 ,65,9,5,,
IND,6/10/2009,15466.81, 0.36 ,505,26,5,,
CAN,2/20/2008,16.7, 0.36 ,166,153,5,,
DEU,7/9/2007,8077.39, 0.36 ,5,99,5,,
AUS,9/4/2007,6297.1, 0.36 ,46,6,5,,
ITA,10/23/2007,39423, 0.36 ,81,101,5,,
MEX,3/6/2008,28717.04, 0.36 ,177,167,5,,
CAN,3/12/2009,10.99, 0.37 ,441,153,5,,
CAN,3/6/2008,16.43, 0.37 ,177,153,5,,
USA,5/8/2008,1397.68, 0.37 ,222,161,5,,
IND,12/13/2007,20104.39, 0.37 ,118,26,5,,
USA,8/26/2008,1271.51, 0.37 ,300,161,5,,
DEU,5/22/2009,4918.75, 0.37 ,492,99,5,,
ITA,11/6/2007,39426, 0.37 ,91,101,5,,
CAN,2/1/2008,16.31, 0.37 ,153,153,5,,
CAN,8/3/2007,16.27, 0.37 ,24,153,5,,
ITA,12/10/2007,39571, 0.37 ,115,101,5,,
USA,10/29/2007,1540.98, 0.37 ,85,161,5,,
IND,2/15/2008,18115.25, 0.37 ,163,26,5,,
CHN,5/12/2008,3626.98, 0.37 ,224,13,5,,
CAN,2/11/2008,16.12, 0.37 ,159,153,5,,
MEX,7/13/2007,32386.51, 0.37 ,9,167,5,,
CHN,1/20/2009,1994.11, 0.37 ,404,13,5,,
JPN,5/22/2008,13978.46, 0.37 ,232,9,5,,
CAN,1/29/2008,16.07, 0.37 ,150,153,5,,
USA,6/19/2008,1342.83, 0.38 ,252,161,5,,
CAN,5/22/2008,18.64, 0.38 ,232,153,5,,
IND,12/3/2007,19603.41, 0.38 ,110,26,5,,
JPN,5/7/2008,14102.48, 0.38 ,221,9,5,,
CAN,2/5/2008,15.89, 0.38 ,155,153,5,,
USA,10/22/2007,1506.33, 0.38 ,80,161,5,,
CHN,4/30/2009,2477.57, 0.38 ,476,13,5,,
BRA,7/22/2008,59647, 0.38 ,275,138,5,,
CHN,1/10/2008,5456.54, 0.38 ,137,13,5,,
CAN,5/12/2008,18.41, 0.38 ,224,153,5,,
MEX,9/11/2007,30191.14, 0.38 ,51,167,5,,
AUS,10/23/2007,6677.5, 0.38 ,81,6,5,,
USA,7/1/2008,1284.91, 0.38 ,260,161,5,,
JPN,6/3/2009,9741.67, 0.38 ,500,9,5,,
ITA,10/16/2007,40414, 0.39 ,76,101,5,,
DEU,4/24/2008,6821.32, 0.39 ,212,99,5,,
ITA,8/19/2008,28257, 0.39 ,295,101,5,,
