id,date,close, diff ,tday,ctry,band,,
USA,10/8/2008,984.94, (1.13),331,161,4,,
DEU,10/22/2007,7794.94, (1.13),80,99,4,,
JPN,6/10/2008,14021.17, (1.13),245,9,4,,
JPN,5/8/2008,13943.26, (1.13),222,9,4,,
CAN,12/4/2008,10.51, (1.13),372,153,4,,
MEX,5/21/2009,23821.26, (1.13),491,167,4,,
JPN,4/15/2009,8742.96, (1.13),465,9,4,,
AUS,9/13/2007,6244.6, (1.13),53,6,4,,
ITA,6/9/2009,20070.6, (1.13),504,101,4,,
DEU,10/23/2008,4519.7, (1.12),342,99,4,,
CAN,4/16/2009,12.32, (1.12),466,153,4,,
CHN,10/15/2008,1994.67, (1.12),336,13,4,,
CAN,4/3/2008,16.76, (1.12),197,153,4,,
DEU,10/7/2008,5326.63, (1.12),330,99,4,,
FRA,5/13/2008,4998.67, (1.12),225,97,4,,
BRA,8/16/2007,48016, (1.12),33,138,4,,
AUS,3/25/2009,3546.2, (1.12),450,6,4,,
FRA,2/12/2009,2964.34, (1.12),421,97,4,,
JPN,12/16/2008,8568.02, (1.12),380,9,4,,
JPN,7/11/2007,18049.51, (1.11),7,9,4,,
ITA,1/31/2008,34230, (1.11),152,101,4,,
AUS,2/6/2009,3407.5, (1.11),417,6,4,,
ITA,10/31/2008,21367, (1.11),348,101,4,,
JPN,2/5/2009,7949.65, (1.11),416,9,4,,
MEX,2/19/2008,28899.97, (1.11),165,167,4,,
USA,7/11/2008,1239.49, (1.11),268,161,4,,
USA,1/22/2008,1310.5, (1.11),145,161,4,,
AUS,12/9/2008,3533.7, (1.11),375,6,4,,
USA,10/29/2008,930.09, (1.11),346,161,4,,
JPN,7/18/2007,18015.58, (1.11),12,9,4,,
AUS,12/26/2008,3515, (1.10),388,6,4,,
CAN,7/12/2007,17.08, (1.10),8,153,4,,
FRA,11/17/2008,3182.03, (1.10),359,97,4,,
CAN,7/18/2008,17.15, (1.10),273,153,4,,
ITA,6/17/2009,19023.1, (1.10),510,101,4,,
IND,8/21/2008,14243.73, (1.10),297,26,4,,
BRA,5/29/2008,71798, (1.10),237,138,4,,
FRA,7/2/2008,4296.48, (1.09),261,97,4,,
BRA,5/9/2008,69646, (1.09),223,138,4,,
AUS,2/12/2009,3458.5, (1.09),421,6,4,,
DEU,7/5/2007,7987.13, (1.09),3,99,4,,
DEU,5/21/2008,7040.83, (1.09),231,99,4,,
USA,7/15/2008,1214.91, (1.09),270,161,4,,
AUS,3/5/2008,5471.6, (1.09),176,6,4,,
IND,9/5/2007,15446.15, (1.09),47,26,4,,
CHN,8/22/2008,2405.23, (1.09),298,13,4,,
AUS,10/31/2007,6779.1, (1.09),87,6,4,,
JPN,4/22/2008,13547.82, (1.09),210,9,4,,
FRA,11/12/2008,3233.96, (1.09),356,97,4,,
ITA,5/18/2009,19953, (1.09),488,101,4,,
IND,5/21/2009,13736.54, (1.08),491,26,4,,
CAN,7/27/2007,16.44, (1.08),19,153,4,,
CAN,12/20/2007,16.44, (1.08),123,153,4,,
FRA,2/25/2008,4919.26, (1.08),169,97,4,,
AUS,1/21/2009,3394.8, (1.08),405,6,4,,
AUS,8/27/2008,5087.8, (1.08),301,6,4,,
MEX,11/6/2008,19650.86, (1.08),352,167,4,,
CHN,9/25/2007,5425.88, (1.08),61,13,4,,
AUS,5/28/2008,5754.5, (1.08),236,6,4,,
AUS,6/25/2008,5363.1, (1.08),256,6,4,,
IND,3/18/2008,14833.46, (1.08),185,26,4,,
MEX,5/13/2009,23155.01, (1.07),485,167,4,,
BRA,6/27/2008,64321, (1.07),258,138,4,,
ITA,3/31/2009,15875, (1.07),454,101,4,,
JPN,7/23/2007,17963.64, (1.07),15,9,4,,
MEX,7/11/2007,31916.27, (1.07),7,167,4,,
FRA,1/5/2009,3359.92, (1.07),393,97,4,,
CHN,10/23/2008,1875.56, (1.07),342,13,4,,
BRA,12/23/2008,36471, (1.07),385,138,4,,
AUS,10/25/2007,6644.8, (1.07),83,6,4,,
AUS,8/6/2007,5949.5, (1.07),25,6,4,,
USA,2/25/2009,764.9, (1.07),430,161,4,,
JPN,10/17/2007,16955.31, (1.07),77,9,4,,
CAN,5/15/2008,18.68, (1.06),227,153,4,,
IND,7/20/2007,15565.55, (1.06),14,26,4,,
ITA,12/9/2008,19620, (1.06),375,101,4,,
CAN,6/10/2009,14.04, (1.06),505,153,4,,
IND,12/4/2007,19529.5, (1.06),111,26,4,,
CAN,2/8/2008,15.95, (1.05),158,153,4,,
CHN,3/3/2009,2071.43, (1.05),434,13,4,,
IND,9/17/2007,15504.43, (1.05),55,26,4,,
USA,6/2/2008,1385.67, (1.05),239,161,4,,
ITA,12/17/2008,19352, (1.05),381,101,4,,
BRA,11/27/2008,36213, (1.05),367,138,4,,
DEU,10/21/2008,4784.41, (1.05),340,99,4,,
USA,2/4/2008,1380.82, (1.05),154,161,4,,
AUS,1/6/2009,3689.2, (1.05),394,6,4,,
JPN,4/9/2008,13111.89, (1.05),201,9,4,,
FRA,11/7/2008,3469.12, (1.04),353,97,4,,
BRA,9/18/2007,56666, (1.04),56,138,4,,
CAN,4/9/2008,17.06, (1.04),201,153,4,,
FRA,9/12/2007,5508.01, (1.04),52,97,4,,
JPN,9/4/2008,12557.66, (1.04),307,9,4,,
FRA,5/25/2009,3236.16, (1.04),493,97,4,,
AUS,12/29/2008,3554.2, (1.04),389,6,4,,
CAN,4/23/2009,12.44, (1.03),471,153,4,,
DEU,2/24/2009,3895.75, (1.03),429,99,4,,
AUS,8/10/2007,5965.2, (1.03),29,6,4,,
CAN,6/18/2009,13.42, (1.03),511,153,4,,
FRA,6/17/2009,3161.14, (1.03),510,97,4,,
CAN,8/1/2007,16.37, (1.03),22,153,4,,
FRA,8/8/2008,4491.85, (1.03),288,97,4,,
AUS,11/6/2007,6659.1, (1.03),91,6,4,,
BRA,8/13/2008,54573, (1.02),291,138,4,,
AUS,2/5/2009,3372.6, (1.02),416,6,4,,
AUS,12/20/2007,6244.8, (1.02),123,6,4,,
BRA,7/20/2007,57443, (1.02),14,138,4,,
AUS,1/16/2009,3494.9, (1.02),402,6,4,,
BRA,9/4/2008,51409, (1.02),307,138,4,,
MEX,1/23/2008,27620.33, (1.02),146,167,4,,
MEX,10/9/2007,31801.69, (1.02),71,167,4,,
AUS,8/8/2007,6124.7, (1.02),27,6,4,,
CAN,4/17/2008,17.56, (1.01),207,153,4,,
BRA,12/18/2007,61096, (1.01),121,138,4,,
BRA,4/20/2009,44433, (1.01),468,138,4,,
DEU,3/10/2008,6448.08, (1.01),179,99,4,,
CAN,3/4/2008,16.64, (1.01),175,153,4,,
FRA,7/11/2008,4100.64, (1.01),268,97,4,,
BRA,5/7/2008,69018, (1.01),221,138,4,,
IND,8/2/2007,14985.7, (1.01),23,26,4,,
AUS,6/5/2008,5633.8, (1.01),242,6,4,,
AUS,9/23/2008,4957.7, (1.01),320,6,4,,
DEU,5/5/2009,4853.03, (1.01),479,99,4,,
USA,4/27/2009,857.51, (1.01),473,161,4,,
AUS,8/1/2007,5989.4, (1.01),22,6,4,,
AUS,4/14/2008,5410.9, (1.01),204,6,4,,
CAN,6/26/2009,13.79, (1.01),517,153,4,,
USA,3/9/2009,676.53, (1.00),438,161,4,,
AUS,1/8/2009,3643.6, (1.00),396,6,4,,
USA,2/13/2009,826.84, (1.00),422,161,4,,
USA,11/12/2007,1439.18, (1.00),95,161,4,,
CAN,6/16/2008,18.84, (1.00),249,153,4,,
JPN,12/4/2008,7924.24, (1.00),372,9,4,,
BRA,8/20/2008,55377, (1.00),296,138,4,,
FRA,9/28/2007,5715.69, (1.00),64,97,4,,
JPN,1/30/2008,13345.03, (0.99),151,9,4,,
IND,8/10/2007,14868.25, (0.99),29,26,4,,
DEU,6/18/2008,6728.91, (0.99),251,99,4,,
CHN,3/5/2008,4292.65, (0.99),176,13,4,,
MEX,9/10/2007,29893.18, (0.99),50,167,4,,
BRA,4/9/2009,45539, (0.98),461,138,4,,
CHN,1/15/2008,5443.79, (0.98),140,13,4,,
MEX,12/17/2007,28968.2, (0.98),120,167,4,,
JPN,8/7/2008,13124.99, (0.98),287,9,4,,
DEU,1/22/2009,4219.42, (0.98),406,99,4,,
JPN,1/15/2008,13972.63, (0.98),140,9,4,,
BRA,1/23/2009,38132, (0.98),407,138,4,,
BRA,7/18/2007,57556, (0.98),12,138,4,,
CAN,5/9/2008,18.23, (0.98),223,153,4,,
FRA,4/24/2008,4929.55, (0.98),212,97,4,,
MEX,5/16/2008,31486.95, (0.97),228,167,4,,
FRA,6/2/2008,4935.21, (0.97),239,97,4,,
CAN,10/26/2007,17.31, (0.97),84,153,4,,
AUS,3/23/2009,3483.1, (0.97),448,6,4,,
DEU,5/9/2008,7003.17, (0.97),223,99,4,,
USA,12/23/2008,863.16, (0.97),385,161,4,,
AUS,2/7/2008,5668.3, (0.97),157,6,4,,
USA,6/18/2008,1337.81, (0.97),251,161,4,,
AUS,2/22/2008,5644.5, (0.97),168,6,4,,
ITA,11/29/2007,38599, (0.96),108,101,4,,
CAN,7/7/2008,17.47, (0.96),264,153,4,,
CAN,4/24/2008,17.48, (0.96),212,153,4,,
CAN,11/12/2007,16.47, (0.96),95,153,4,,
CAN,3/31/2008,16.48, (0.96),194,153,4,,
AUS,5/13/2008,5883.2, (0.96),225,6,4,,
AUS,2/18/2008,5634, (0.96),164,6,4,,
DEU,1/23/2009,4178.94, (0.96),407,99,4,,
USA,12/17/2008,904.42, (0.96),381,161,4,,
ITA,1/28/2008,34234, (0.96),149,101,4,,
ITA,10/8/2007,40681, (0.96),70,101,4,,
DEU,5/11/2009,4866.91, (0.96),483,99,4,,
MEX,3/2/2009,16929.8, (0.96),433,167,4,,
CAN,6/13/2008,18.66, (0.96),248,153,4,,
JPN,12/4/2007,15480.19, (0.95),111,9,4,,
BRA,2/3/2009,39747, (0.95),414,138,4,,
BRA,5/21/2009,50087, (0.95),491,138,4,,
JPN,6/29/2009,9783.47, (0.95),518,9,4,,
CAN,7/2/2008,17.72, (0.95),261,153,4,,
CAN,9/20/2007,16.68, (0.95),58,153,4,,
CHN,12/30/2008,1832.91, (0.95),390,13,4,,
JPN,6/15/2009,10039.67, (0.95),508,9,4,,
JPN,8/12/2008,13303.6, (0.95),290,9,4,,
FRA,2/20/2008,4812.81, (0.95),166,97,4,,
BRA,1/8/2008,62081, (0.95),135,138,4,,
JPN,9/26/2008,11893.16, (0.94),323,9,4,,
CHN,5/20/2009,2651.41, (0.94),490,13,4,,
BRA,7/11/2008,60148, (0.94),268,138,4,,
AUS,4/16/2008,5534.6, (0.94),206,6,4,,
JPN,11/7/2007,16096.68, (0.94),92,9,4,,
MEX,6/24/2008,29291.61, (0.94),255,167,4,,
BRA,4/24/2008,64576, (0.94),212,138,4,,
FRA,4/1/2008,4866, (0.94),195,97,4,,
AUS,7/10/2008,5020.5, (0.93),267,6,4,,
MEX,4/18/2008,31795.68, (0.93),208,167,4,,
AUS,7/4/2007,6332.6, (0.93),2,6,4,,
CAN,4/14/2008,17.01, (0.93),204,153,4,,
USA,8/19/2008,1266.69, (0.93),295,161,4,,
ITA,9/12/2007,39004, (0.93),52,101,4,,
BRA,4/1/2008,62775, (0.93),195,138,4,,
CAN,1/30/2008,16.01, (0.93),151,153,4,,
USA,5/20/2008,1413.4, (0.93),230,161,4,,
CAN,1/31/2008,16.16, (0.92),152,153,4,,
AUS,6/4/2009,3932.5, (0.92),501,6,4,,
IND,6/3/2009,14870.9, (0.92),500,26,4,,
BRA,6/18/2009,50903, (0.92),511,138,4,,
IND,8/19/2008,14543.73, (0.92),295,26,4,,
ITA,11/12/2008,20227, (0.92),356,101,4,,
JPN,4/14/2009,8842.68, (0.92),464,9,4,,
CHN,10/17/2007,6036.28, (0.92),77,13,4,,
AUS,2/18/2009,3366.9, (0.92),425,6,4,,
BRA,5/16/2008,72767, (0.92),228,138,4,,
ITA,4/24/2009,18651, (0.91),472,101,4,,
CHN,11/16/2007,5316.27, (0.91),99,13,4,,
MEX,9/30/2008,24888.9, (0.91),325,167,4,,
JPN,12/19/2008,8588.52, (0.91),383,9,4,,
FRA,3/26/2008,4676.68, (0.91),191,97,4,,
BRA,7/5/2007,55932, (0.91),3,138,4,,
MEX,6/23/2009,23496.39, (0.91),514,167,4,,
CHN,3/11/2009,2139.02, (0.91),440,13,4,,
IND,2/24/2009,8822.06, (0.90),429,26,4,,
FRA,5/18/2009,3245.39, (0.90),488,97,4,,
IND,2/2/2009,9066.7, (0.90),413,26,4,,
USA,7/14/2008,1228.3, (0.90),269,161,4,,
ITA,6/8/2009,19889.6, (0.90),503,101,4,,
ITA,8/5/2008,28753, (0.90),285,101,4,,
USA,3/12/2008,1308.77, (0.90),181,161,4,,
CHN,1/30/2008,4417.85, (0.90),151,13,4,,
CAN,4/14/2009,12.13, (0.90),464,153,4,,
AUS,6/16/2008,5476.3, (0.90),249,6,4,,
USA,8/4/2008,1249.01, (0.90),284,161,4,,
MEX,11/5/2007,30157.69, (0.90),90,167,4,,
CHN,5/14/2009,2639.89, (0.90),486,13,4,,
USA,3/17/2008,1276.6, (0.90),184,161,4,,
ITA,11/9/2007,37845, (0.90),94,101,4,,
JPN,9/25/2008,12006.53, (0.90),322,9,4,,
AUS,3/18/2009,3386.2, (0.90),445,6,4,,
MEX,8/12/2008,26636.55, (0.89),290,167,5,,
DEU,1/10/2008,7713.09, (0.89),137,99,5,,
USA,2/28/2008,1367.68, (0.89),172,161,5,,
MEX,10/5/2007,31540.94, (0.89),69,167,5,,
DEU,10/15/2007,7969.47, (0.89),75,99,5,,
IND,9/23/2008,13570.31, (0.89),320,26,5,,
CHN,12/28/2007,5261.56, (0.89),129,13,5,,
BRA,3/11/2009,38805, (0.89),440,138,5,,
FRA,4/4/2008,4900.88, (0.88),198,97,5,,
MEX,4/30/2008,30281.41, (0.88),216,167,5,,
USA,4/22/2008,1375.94, (0.88),210,161,5,,
ITA,8/29/2007,39492, (0.88),42,101,5,,
MEX,2/25/2008,29962.88, (0.88),169,167,5,,
USA,3/26/2008,1341.13, (0.88),191,161,5,,
CHN,11/15/2007,5365.27, (0.88),98,13,5,,
MEX,6/4/2008,31448.11, (0.88),241,167,5,,
MEX,7/16/2008,27968.82, (0.88),271,167,5,,
JPN,7/26/2007,17702.09, (0.88),18,9,5,,
CAN,9/28/2007,17.01, (0.87),64,153,5,,
CAN,8/20/2008,17.01, (0.87),296,153,5,,
IND,2/25/2008,17650.57, (0.87),169,26,5,,
CHN,11/19/2007,5269.82, (0.87),100,13,5,,
CHN,2/21/2008,4527.18, (0.87),167,13,5,,
AUS,8/20/2007,5926.5, (0.87),35,6,5,,
MEX,11/26/2008,20025.79, (0.87),366,167,5,,
IND,12/31/2007,20286.99, (0.87),130,26,5,,
CHN,9/2/2008,2304.89, (0.87),305,13,5,,
ITA,7/18/2007,41755, (0.87),12,101,5,,
MEX,6/25/2009,24245.71, (0.87),516,167,5,,
AUS,7/30/2008,5008.7, (0.87),281,6,5,,
FRA,4/9/2009,2974.18, (0.87),461,97,5,,
FRA,7/20/2007,5957.16, (0.87),14,97,5,,
AUS,9/26/2007,6491.4, (0.86),62,6,5,,
FRA,9/25/2007,5641.59, (0.86),61,97,5,,
DEU,3/3/2008,6689.95, (0.86),174,99,5,,
ITA,10/30/2007,40163, (0.86),86,101,5,,
JPN,5/21/2009,9264.15, (0.86),491,9,5,,
FRA,5/19/2009,3274.96, (0.86),489,97,5,,
ITA,11/19/2007,37612, (0.86),100,101,5,,
MEX,11/26/2007,27883.01, (0.86),105,167,5,,
ITA,8/30/2007,39842, (0.86),43,101,5,,
DEU,4/22/2008,6728.3, (0.86),210,99,5,,
DEU,1/9/2008,7782.71, (0.86),136,99,5,,
CAN,1/15/2009,11.57, (0.86),401,153,5,,
AUS,8/13/2008,4995.9, (0.86),291,6,5,,
USA,6/30/2009,919.32, (0.85),519,161,5,,
IND,12/6/2007,19795.87, (0.85),113,26,5,,
IND,8/29/2007,14993.04, (0.85),42,26,5,,
AUS,4/15/2009,3693.9, (0.85),465,6,5,,
USA,8/27/2007,1466.79, (0.85),40,161,5,,
ITA,9/25/2007,39731, (0.85),61,101,5,,
MEX,5/5/2008,30958.89, (0.85),219,167,5,,
AUS,6/12/2008,5433.2, (0.85),247,6,5,,
BRA,3/28/2008,60452, (0.85),193,138,5,,
FRA,6/27/2008,4397.32, (0.85),258,97,5,,
CHN,4/21/2009,2535.83, (0.85),469,13,5,,
ITA,8/28/2007,39158, (0.85),41,101,5,,
FRA,6/18/2009,3194.06, (0.84),511,97,5,,
AUS,10/9/2007,6687.7, (0.84),71,6,5,,
AUS,5/9/2008,5844.4, (0.84),223,6,5,,
CHN,10/9/2008,2074.58, (0.84),332,13,5,,
USA,3/7/2008,1293.37, (0.84),178,161,5,,
BRA,7/10/2007,55883, (0.84),6,138,5,,
AUS,1/13/2009,3593.9, (0.84),399,6,5,,
BRA,12/2/2008,35001, (0.84),370,138,5,,
USA,7/7/2008,1252.31, (0.84),264,161,5,,
USA,10/15/2007,1548.71, (0.84),75,161,5,,
BRA,8/1/2007,54234, (0.84),22,138,5,,
CAN,12/21/2007,16.62, (0.84),124,153,5,,
CAN,10/15/2008,11.9, (0.83),336,153,5,,
USA,4/6/2009,835.48, (0.83),458,161,5,,
DEU,7/17/2007,8038.21, (0.83),11,99,5,,
CHN,12/18/2007,4836.17, (0.83),121,13,5,,
DEU,7/11/2007,7898.54, (0.83),7,99,5,,
FRA,8/28/2007,5474.17, (0.83),41,97,5,,
JPN,9/7/2007,16122.16, (0.83),49,9,5,,
IND,10/10/2007,18658.25, (0.83),72,26,5,,
ITA,12/20/2007,37866, (0.83),123,101,5,,
FRA,8/23/2007,5523.33, (0.83),38,97,5,,
BRA,11/6/2008,36362, (0.83),352,138,5,,
DEU,4/21/2008,6786.55, (0.83),209,99,5,,
MEX,12/4/2008,19916.21, (0.82),372,167,5,,
JPN,2/5/2008,13745.5, (0.82),155,9,5,,
DEU,9/10/2007,7375.44, (0.82),50,99,5,,
FRA,2/5/2008,4776.86, (0.82),155,97,5,,
CHN,5/26/2009,2588.57, (0.82),494,13,5,,
MEX,7/18/2007,31886.74, (0.82),12,167,5,,
CAN,12/31/2007,16.93, (0.82),130,153,5,,
CAN,6/17/2009,13.31, (0.82),510,153,5,,
ITA,7/11/2007,41795, (0.82),7,101,5,,
BRA,1/17/2008,57037, (0.82),142,138,5,,
CAN,4/9/2009,12.17, (0.81),461,153,5,,
AUS,3/24/2009,3517.3, (0.81),449,6,5,,
JPN,1/26/2009,7682.14, (0.81),408,9,5,,
BRA,10/11/2007,62456, (0.81),73,138,5,,
IND,9/27/2007,17150.56, (0.81),63,26,5,,
MEX,10/31/2008,20445.32, (0.81),348,167,5,,
DEU,6/24/2008,6536.06, (0.81),255,99,5,,
AUS,3/26/2009,3586.3, (0.81),451,6,5,,
MEX,5/12/2008,30637.36, (0.81),224,167,5,,
FRA,6/4/2009,3312.03, (0.81),501,97,5,,
USA,4/9/2008,1354.49, (0.81),201,161,5,,
BRA,4/7/2009,43825, (0.81),459,138,5,,
AUS,7/18/2007,6367.2, (0.81),12,6,5,,
MEX,10/22/2007,31969.48, (0.81),80,167,5,,
ITA,4/4/2008,33346, (0.81),198,101,5,,
JPN,3/27/2008,12604.58, (0.80),192,9,5,,
DEU,4/6/2009,4349.81, (0.80),458,99,5,,
DEU,10/18/2007,7921.4, (0.80),78,99,5,,
AUS,2/25/2008,5699.8, (0.80),169,6,5,,
JPN,6/9/2009,9786.82, (0.80),504,9,5,,
IND,6/24/2008,14106.58, (0.80),255,26,5,,
JPN,7/25/2007,17858.42, (0.80),17,9,5,,
CHN,2/28/2008,4299.51, (0.80),172,13,5,,
AUS,12/6/2007,6660.5, (0.80),113,6,5,,
CAN,2/3/2009,11.23, (0.80),414,153,5,,
USA,3/28/2008,1315.22, (0.80),193,161,5,,
CAN,8/23/2007,16.23, (0.79),38,153,5,,
MEX,7/26/2007,29996.6, (0.79),18,167,5,,
CAN,11/17/2008,11.33, (0.79),359,153,5,,
DEU,3/6/2009,3666.41, (0.79),437,99,5,,
CAN,3/17/2009,11.35, (0.79),444,153,5,,
FRA,12/6/2007,5673.76, (0.79),113,97,5,,
IND,4/1/2008,15626.62, (0.79),195,26,5,,
MEX,5/23/2008,31068.7, (0.79),233,167,5,,
DEU,12/11/2008,4767.2, (0.78),377,99,5,,
CHN,10/21/2008,1958.53, (0.78),340,13,5,,
CAN,4/18/2008,17.74, (0.78),208,153,5,,
BRA,6/11/2008,66795, (0.78),246,138,5,,
CAN,8/31/2007,16.48, (0.78),44,153,5,,
CAN,3/12/2008,16.48, (0.78),181,153,5,,
MEX,2/13/2009,19368.1, (0.78),422,167,5,,
DEU,9/3/2008,6467.49, (0.78),306,99,5,,
CAN,9/5/2007,16.52, (0.78),47,153,5,,
CHN,1/31/2008,4383.39, (0.78),152,13,5,,
MEX,10/25/2007,31886.1, (0.78),83,167,5,,
FRA,1/7/2008,5452.83, (0.78),134,97,5,,
CHN,7/17/2008,2684.78, (0.78),272,13,5,,
MEX,6/17/2009,24150.94, (0.78),510,167,5,,
ITA,8/1/2007,39401, (0.78),22,101,5,,
CHN,7/10/2007,3853.02, (0.78),6,13,5,,
DEU,1/17/2008,7413.53, (0.78),142,99,5,,
JPN,8/26/2008,12778.71, (0.78),300,9,5,,
MEX,11/7/2008,19865.22, (0.78),353,167,5,,
MEX,12/24/2008,22340.7, (0.78),386,167,5,,
JPN,8/21/2008,12752.21, (0.77),297,9,5,,
MEX,8/24/2007,30041.54, (0.77),39,167,5,,
FRA,10/20/2008,3448.51, (0.77),339,97,5,,
MEX,6/22/2009,23314.68, (0.77),513,167,5,,
BRA,3/24/2009,41476, (0.77),449,138,5,,
AUS,12/10/2007,6686.1, (0.77),115,6,5,,
CAN,1/11/2008,16.72, (0.77),138,153,5,,
MEX,6/18/2008,29618.11, (0.77),251,167,5,,
BRA,3/18/2009,40142, (0.77),445,138,5,,
USA,4/22/2009,843.55, (0.77),470,161,5,,
JPN,5/20/2008,14160.09, (0.77),230,9,5,,
FRA,10/22/2007,5661.27, (0.77),80,97,5,,
FRA,8/7/2008,4457.43, (0.77),287,97,5,,
AUS,6/10/2009,4016.3, (0.77),505,6,5,,
FRA,5/29/2008,4975.9, (0.77),237,97,5,,
DEU,6/4/2008,6965.43, (0.77),241,99,5,,
MEX,7/20/2007,31922.62, (0.76),14,167,5,,
FRA,10/16/2007,5774.36, (0.76),76,97,5,,
DEU,7/27/2007,7451.68, (0.76),19,99,5,,
USA,2/6/2008,1326.45, (0.76),156,161,5,,
CHN,11/4/2008,1706.7, (0.76),350,13,5,,
FRA,8/19/2008,4332.79, (0.76),295,97,5,,
AUS,1/28/2009,3435.1, (0.76),410,6,5,,
AUS,7/15/2008,4910.1, (0.76),270,6,5,,
BRA,9/3/2007,54833, (0.75),45,138,5,,
JPN,2/28/2008,13925.51, (0.75),172,9,5,,
FRA,10/30/2007,5803.93, (0.75),86,97,5,,
BRA,7/7/2008,59088, (0.75),264,138,5,,
ITA,11/7/2008,21911, (0.75),353,101,5,,
FRA,5/26/2009,3270.09, (0.75),494,97,5,,
CAN,10/11/2007,17.17, (0.75),73,153,5,,
BRA,4/21/2008,64923, (0.75),209,138,5,,
USA,2/4/2009,832.23, (0.75),415,161,5,,
DEU,3/14/2008,6451.9, (0.75),183,99,5,,
AUS,10/5/2007,6617.3, (0.75),69,6,5,,
BRA,4/25/2008,65187, (0.75),213,138,5,,
DEU,4/9/2008,6721.36, (0.75),201,99,5,,
JPN,6/4/2009,9668.96, (0.75),501,9,5,,
IND,8/5/2008,14961.07, (0.75),285,26,5,,
MEX,9/12/2007,30076.33, (0.75),52,167,5,,
MEX,6/10/2009,25183.72, (0.75),505,167,5,,
MEX,12/23/2008,22174.26, (0.75),385,167,5,,
DEU,8/28/2007,7430.24, (0.74),41,99,5,,
DEU,6/12/2009,5069.24, (0.74),507,99,5,,
AUS,5/8/2008,5800.9, (0.74),222,6,5,,
FRA,3/11/2009,2674.2, (0.74),440,97,5,,
DEU,4/14/2008,6554.49, (0.74),204,99,5,,
FRA,9/26/2007,5690.77, (0.74),62,97,5,,
AUS,5/7/2008,5757.8, (0.74),221,6,5,,
BRA,12/1/2008,34741, (0.74),369,138,5,,
BRA,4/14/2008,62153, (0.74),204,138,5,,
JPN,11/19/2007,15042.56, (0.74),100,9,5,,
MEX,9/26/2007,30303.18, (0.74),62,167,5,,
CAN,5/16/2008,18.88, (0.74),228,153,5,,
MEX,5/27/2008,31414.21, (0.74),235,167,5,,
FRA,8/14/2008,4420.91, (0.73),292,97,5,,
IND,5/9/2008,16737.07, (0.73),223,26,5,,
DEU,6/25/2009,4800.56, (0.73),516,99,5,,
JPN,10/12/2007,17331.17, (0.73),74,9,5,,
CHN,10/7/2008,2157.84, (0.73),330,13,5,,
CHN,5/6/2008,3733.5, (0.73),220,13,5,,
MEX,4/9/2008,31417.83, (0.73),201,167,5,,
DEU,8/4/2008,6349.81, (0.73),284,99,5,,
ITA,4/3/2008,33103, (0.73),197,101,5,,
AUS,3/4/2009,3125.9, (0.73),435,6,5,,
IND,11/26/2008,9026.72, (0.73),366,26,5,,
CAN,12/18/2008,10.95, (0.73),382,153,5,,
CAN,9/10/2007,16.44, (0.72),50,153,5,,
AUS,11/12/2007,6523.3, (0.72),95,6,5,,
CHN,11/21/2008,1969.39, (0.72),363,13,5,,
AUS,7/6/2007,6383, (0.72),4,6,5,,
JPN,4/4/2008,13293.22, (0.72),198,9,5,,
MEX,7/5/2007,32177.83, (0.72),3,167,5,,
MEX,12/21/2007,29638.4, (0.72),124,167,5,,
ITA,5/6/2008,34298, (0.72),220,101,5,,
DEU,4/8/2008,6771.98, (0.72),200,99,5,,
AUS,12/18/2008,3521.7, (0.72),382,6,5,,
DEU,8/25/2008,6296.95, (0.72),299,99,5,,
DEU,11/16/2007,7612.26, (0.71),99,99,5,,
CAN,12/11/2007,16.69, (0.71),116,153,5,,
CHN,1/23/2009,1990.66, (0.71),407,13,5,,
IND,4/10/2008,15695.1, (0.71),202,26,5,,
CAN,2/22/2008,16.75, (0.71),168,153,5,,
CAN,6/4/2009,13.96, (0.71),501,153,5,,
BRA,11/28/2007,61715, (0.71),107,138,5,,
FRA,10/26/2007,5794.87, (0.71),84,97,5,,
FRA,7/5/2007,6059.53, (0.71),3,97,5,,
USA,11/14/2007,1470.58, (0.71),97,161,5,,
CAN,12/7/2007,16.86, (0.71),114,153,5,,
CHN,4/25/2008,3557.75, (0.71),213,13,5,,
CAN,10/3/2007,16.96, (0.70),67,153,5,,
JPN,2/1/2008,13497.16, (0.70),153,9,5,,
JPN,12/12/2007,15932.26, (0.70),117,9,5,,
CAN,6/20/2008,18.42, (0.70),253,153,5,,
MEX,4/2/2008,31467.87, (0.70),196,167,5,,
IND,9/12/2007,15505.36, (0.70),52,26,5,,
CAN,10/16/2007,17.07, (0.70),76,153,5,,
CAN,10/4/2007,17.08, (0.70),68,153,5,,
MEX,6/8/2009,24932.88, (0.70),503,167,5,,
ITA,2/12/2008,33778, (0.69),160,101,5,,
CAN,10/17/2007,17.19, (0.69),77,153,5,,
JPN,3/3/2009,7229.72, (0.69),434,9,5,,
FRA,1/15/2009,2995.88, (0.69),401,97,5,,
CHN,3/30/2009,2358.04, (0.69),453,13,5,,
CAN,2/7/2008,15.84, (0.69),157,153,5,,
FRA,4/25/2008,4978.21, (0.69),213,97,5,,
IND,4/16/2009,10947.4, (0.69),466,26,5,,
AUS,5/15/2008,5964.9, (0.69),227,6,5,,
USA,12/31/2007,1468.36, (0.69),130,161,5,,
CAN,1/28/2008,15.96, (0.68),149,153,5,,
IND,6/23/2009,14324.01, (0.68),514,26,5,,
